Species,Spp Code,Threat,Stress,Sensitivity,Literature Quote,Citation
Bay-breasted Warbler (Setophaga castanea),babwar,7.3.1 Inadequate forest management,1.2 Ecosystem degradation,Negative impact (Literature),"Reducing older coniferous and mixed-wood stands, and replacing them with pure stands of tree species less suitable to its nesting and feeding activities will negatively impact the Bay-breasted Warbler (Hobson and Bayne 2000, Kirk and Hobson 2001, Norton 2001). ","""Mayasich JM, Niemi GJ. 2003. Conservation assessment for Bay-breasted Warbler (Dendroica castanea). University of Minnesota Duluth. Available from http://hdl.handle.net/11299/187280 (accessed May 16, 2024)."""
Bay-breasted Warbler (Setophaga castanea),babwar,9.6.1 Light pollution,2.1 Species mortality,Negative impact (Literature),"At a fine scale, negative consequences have been demonstrated for birds during nocturnal migratory flight. Point sources of ALAN disorient and attract birds actively engaged in migration27,31–34 to the extent that birds can be “trapped” by bright sources of ALAN when migrating over urban areas. High-intensity urban light installations can dramatically alter multiple behaviors of nocturnally migrating birds even to distances of several kilometers from the source35. Migrants will slow down their flight speed, start circling the light source, and call more frequently near the lights. It is well known that bird mortality due to collisions with buildings is related to light emissions from the buildings","""Cabrera-Cruz SA, Smolinsky JA, Buler JJ. 2018. Light pollution is greatest within migration passage areas for nocturnally-migrating birds around the world. Scientific Reports (Nature Publisher Group) 8:1–8. Available from https://www.proquest.com/docview/2004127038/abstract/3A5554D8374140E2PQ/1 (accessed May 16, 2024)."""
Black-and-white Warbler (Mniotilta varia),bawwar,1.1 Housing & Urban Areas,1.1 Ecosystem conversion,Negative impact (Literature),"Over the course of 5 years of urbanization in Missouri, Fitzgerald et al. (1999) found that the blue-gray gnatcatcher, indigo bunting, acadian flycatcher, black-and-white warbler, and the northern parula have declined significantly (the latter three species are forest interior specialists). ","""Chace JF, Walsh JJ. 2006. Urban effects on native avifauna: a review. Landscape and Urban Planning 74:46–69. Available from https://www.sciencedirect.com/science/article/pii/S016920460400146X (accessed May 15, 2024)."""
Black-and-white Warbler (Mniotilta varia),bawwar,1.1 Housing & Urban Areas,1.2 Ecosystem degradation,Negative impact (Literature),"These species significantly preferred urban forest fragments: American Redstart, Chestnut-sided Warbler, Prothonotary Warbler, Worm-eating Warbler, Black-and-white Warbler, Eastern Towhee, Veery, Hooded Warbler, Black-throated Blue Warbler, and Ovenbird.","""Buron R, Hostetler ME, Andreu M. 2022. Urban forest fragments vs residential neighborhoods: Urban habitat preference of migratory birds. Landscape and Urban Planning 227:104538. Available from https://www.sciencedirect.com/science/article/pii/S0169204622001876 (accessed May 15, 2024)."""
Black-and-white Warbler (Mniotilta varia),bawwar,1.1 Housing & Urban Areas,2.1 Species mortality,Negative impact (Literature),Table 4: Estimates of species vulnerability to building collisions,"""Loss SR, Will T, Loss SS, Marra PP. 2014. Bird–building collisions in the United States: Estimates of annual mortality and species vulnerability. The Condor 116:8–23. Available from https://doi.org/10.1650/CONDOR-13-090.1 (accessed May 15, 2024)."""
Black-and-white Warbler (Mniotilta varia),bawwar,1.1.1 High-density urban development,2.1 Species mortality,Negative impact (Extrapolated),"Considering the family level ofbirds in the CCA, we noted that members of the Parulidae were more strongly associated with higher GreenLevels (high tree canopy and exposed habitats; Fig.5).","""Cusa M, Jackson DA, Mesure M. 2015. Window collisions by migratory bird species: Urban geographical patterns and habitat associations. Urban Ecosystems 18:1427–1446. Available from https://doi.org/10.1007/s11252-015-0459-3 (accessed May 15, 2024)."""
Black-and-white Warbler (Mniotilta varia),bawwar,1.1.1 High-density urban development,2.1 Species mortality,Negative impact (Literature),Table 4: Estimates of species vulnerability to building collisions,"""Loss SR, Will T, Loss SS, Marra PP. 2014. Bird–building collisions in the United States: Estimates of annual mortality and species vulnerability. The Condor 116:8–23. Available from https://doi.org/10.1650/CONDOR-13-090.1 (accessed May 15, 2024)."""
Black-and-white Warbler (Mniotilta varia),bawwar,1.1.2 Low-density suburban development,1.2 Ecosystem degradation,Negative impact (Extrapolated),"Flycatchers, tanagers, vireos, warblers, thrushes, and bluebirds respond negatively to urbanization in ponderosa pine forests.","""Chace JF, Walsh JJ. 2006. Urban effects on native avifauna: a review. Landscape and Urban Planning 74:46–69. Available from https://www.sciencedirect.com/science/article/pii/S016920460400146X (accessed May 15, 2024)."""
Black-and-white Warbler (Mniotilta varia),bawwar,1.1.2 Low-density suburban development,1.2 Ecosystem degradation,Negative impact (Extrapolated),"Table 1, list of sensitive species","""Glennon MJ, Kretser HE. 2013. Size of the ecological effect zone associated with exurban development in the Adirondack Park, NY. Landscape and Urban Planning 112:10–17."""
Black-and-white Warbler (Mniotilta varia),bawwar,1.1.2 Low-density suburban development,1.2 Ecosystem degradation,Negative impact (Literature),"Our reviews yielded data from 48 peer-reviewed studies that allowed us to compile a list of 219 species of forest birds, all of which utilized small forest fragments and trees within residential areas in some way either during the breeding or migration season or both.

For interior-forest specialists, fragmented landscapes caused by urbanization and agriculture generally do not provide high quality breeding habitat due to increased nest predation and to parasitism by cowbirds (Ibáñez-Álamo et al., 2015), competition with invasive species (Shochat et al., 2010), and anthropogenic pollution (e.g. noise, light, chemical, etc.) (Laurance, 2008). Even when these remaining fragments represent good quality habitat, the break in connectivity poses problems for some birds because traversing roads, bridges, open fields, and other humanmade structures involves high risk of predation and collision (Loss,
Ruiz, & Brawn, 2009).","""Archer J-MJ, Hostetler ME, Acomb G, Blair R. 2019. A systematic review of forest bird occurrence in North American forest fragments and the built environment. Landscape and Urban Planning 185:1–23."""
Black-and-white Warbler (Mniotilta varia),bawwar,1.1.2 Low-density suburban development,2.1 Species mortality,Negative impact (Literature),Table 4: Estimates of species vulnerability to building collisions,"""Loss SR, Will T, Loss SS, Marra PP. 2014. Bird–building collisions in the United States: Estimates of annual mortality and species vulnerability. The Condor 116:8–23. Available from https://doi.org/10.1650/CONDOR-13-090.1 (accessed May 15, 2024)."""
Black-and-white Warbler (Mniotilta varia),bawwar,2.1.3 Agriculture development,1.1 Ecosystem conversion,Negative impact (Extrapolated),"Today, the expansion of agriculture continues to be the major driver of biodiversity loss. Agriculture affects every type of habitat and impacts 76% of the landbird species of highest conservation concern; 65% are threatened by unsustainable livestock grazing. Preventing the conversion of large areas of habitat, whether grassland, forest, or aridlands, in the core distribution of species of concern will be necessary to stem the rapid decline of many landbirds","""Berlanga H, Kennedy J, Rich T. 2010. Saving our shared birds: Partners in Flight Tri-national vision for landbird conservation. United States Fish and Wildlife: Staff Publications. Available from https://digitalcommons.unl.edu/usfwspubs/376."""
Black-and-white Warbler (Mniotilta varia),bawwar,2.1.3 Agriculture development,1.1 Ecosystem conversion,No negative impact (Literature),Table 2,"""Anonymous. 2018. Avifauna study for the Acajutla-Ahuachapán row of “LNG to Power” project transmission line, Energía del Pacífico, El Salvador. Page 33. Available from https://www3.dfc.gov/Environment/EIA/energia/Transmission_ESIA/Avifauna_Study.pdf."""
Black-and-white Warbler (Mniotilta varia),bawwar,2.3.1 Grazing of natural vegetation,1.1 Ecosystem conversion,Negative impact (Literature),"Finally, winter migrants as a group were present in the different management units, however while some species used habitats with cattle (Vesper Sparrow, Lark Sparrow, Botteri's Sparrow, Hermit Thrush, Rufous Hummingbird), other species used habitats with no cattle-grazing (Black and White Warbler, Western Pewee). ","""Maya-Elizarrarás E, Schondube JE. 2015. Birds, charcoal and cattle: Bird community responses to human activities in an oak forest landscape shaped by charcoal extraction. Forest Ecology and Management 335:118–128. Available from https://www.sciencedirect.com/science/article/pii/S0378112714005659 (accessed May 16, 2024)."""
Black-and-white Warbler (Mniotilta varia),bawwar,2.3.2 Pasture development,1.1 Ecosystem conversion,Negative impact (Literature),Appendix 5,"""Munroe T. 2003. A biodiversity inventory and evaluation of forest and silvopastoral systems in Costa Rica. MS Thesis. International Master Programme at the Swedish Biodiversity Centre, Uppsala Universitet. Available from https://www.slu.se/globalassets/ew/org/centrb/cbm/dokument/publikationer-cbm/masteruppsatser/tamara-munroe-thesis.pdf."""
Black-and-white Warbler (Mniotilta varia),bawwar,2.3.2 Pasture development,1.1 Ecosystem conversion,Negative impact (Literature),"Listed in Table 2 ""Projected vulnerability of neotropical migratory landbirds to anthtropogenic alteration of tropical broadleaved forests.""
","""Petit DR, Lynch JF, Hutto RL, Blake JG, Waide RB. 1993. Management and conservation of migratory landbirds overwintering in the Neotropics. Status and management of Neotropical migratory birds; 1992 September 21-25; Estes Park, CO. Gen. Tech. Rep. RM-229. Fort Collins, CO: U.S. Department of Agriculture, Forest Service, Rocky Mountain Forest and Range Experiment Station. 422 p. Pages 70–92."""
